GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
com.amazon.ion:ion-java,com.amazon.ion.util,Equivalence.Builder,0,29,0,0,0,8,0,4,0,4
com.amazon.ion:ion-java,com.amazon.ion.util,GzipOrRawInputStream,6,84,3,11,0,20,3,7,0,3
com.amazon.ion:ion-java,com.amazon.ion.util,IonTextUtils.EscapeMode,0,44,0,0,0,1,0,1,0,1
com.amazon.ion:ion-java,com.amazon.ion.util,Printer.PrinterVisitor,51,888,13,122,6,235,12,83,1,25
com.amazon.ion:ion-java,com.amazon.ion.util,JarInfo,41,77,3,11,14,24,3,10,1,5
com.amazon.ion:ion-java,com.amazon.ion.util,IonTextUtils,172,684,32,102,49,199,28,83,6,32
com.amazon.ion:ion-java,com.amazon.ion.util,Equivalence.Configuration,0,11,0,0,0,4,0,1,0,1
com.amazon.ion:ion-java,com.amazon.ion.util,IonStreamUtils,223,58,32,12,65,10,25,11,9,5
com.amazon.ion:ion-java,com.amazon.ion.util,Equivalence,23,480,9,93,6,126,9,60,0,13
com.amazon.ion:ion-java,com.amazon.ion.util,Printer.BasicSymbolTableProvider,0,9,0,0,0,4,0,2,0,2
com.amazon.ion:ion-java,com.amazon.ion.util,Spans,3,23,0,2,1,6,1,3,1,2
com.amazon.ion:ion-java,com.amazon.ion.util,Equivalence.Field,0,59,1,5,0,14,1,5,0,3
com.amazon.ion:ion-java,com.amazon.ion.util,AbstractValueVisitor,60,3,0,0,29,1,15,1,15,1
com.amazon.ion:ion-java,com.amazon.ion.util,Printer.Options,5,10,0,0,2,2,0,2,0,2
com.amazon.ion:ion-java,com.amazon.ion.util,IonValueUtils,12,0,4,0,2,0,4,0,2,0
com.amazon.ion:ion-java,com.amazon.ion,UnexpectedEofException,12,4,0,0,6,2,3,1,3,1
com.amazon.ion:ion-java,com.amazon.ion,SubstituteSymbolTableException,3,4,0,0,2,2,1,1,1,1
com.amazon.ion:ion-java,com.amazon.ion,ContainedValueException,4,3,0,0,2,2,1,1,1,1
com.amazon.ion:ion-java,com.amazon.ion,IonException,9,67,2,10,3,19,2,11,1,6
com.amazon.ion:ion-java,com.amazon.ion,IntegerSize,0,34,0,0,0,4,0,1,0,1
com.amazon.ion:ion-java,com.amazon.ion,NullValueException,13,3,0,0,6,2,3,1,3,1
com.amazon.ion:ion-java,com.amazon.ion,EmptySymbolException,4,0,0,0,2,0,1,0,1,0
com.amazon.ion:ion-java,com.amazon.ion,Timestamp,219,3327,62,437,29,670,64,296,4,97
com.amazon.ion:ion-java,com.amazon.ion,Decimal.NegativeZero,0,86,2,2,0,15,2,9,0,9
com.amazon.ion:ion-java,com.amazon.ion,UnknownSymbolException,12,25,1,1,5,7,2,3,1,3
com.amazon.ion:ion-java,com.amazon.ion,InvalidSystemSymbolException,19,0,0,0,4,0,2,0,2,0
com.amazon.ion:ion-java,com.amazon.ion,SymbolToken,0,4,0,0,0,1,0,1,0,1
com.amazon.ion:ion-java,com.amazon.ion,IonType,10,165,5,7,1,17,4,6,1,3
com.amazon.ion:ion-java,com.amazon.ion,Decimal,85,224,0,28,24,48,15,37,15,23
com.amazon.ion:ion-java,com.amazon.ion,Timestamp.Precision,13,136,2,16,1,17,2,13,0,4
com.amazon.ion:ion-java,com.amazon.ion,UnsupportedIonVersionException,13,6,0,0,2,3,2,1,2,1
com.amazon.ion:ion-java,com.amazon.ion,ReadOnlyValueException,0,15,0,0,0,4,0,2,0,2
com.amazon.ion:ion-java,com.amazon.ion,IonValue,0,4,0,0,0,1,0,1,0,1
